Sale_ID,Customer_ID,Car_ID,Sale_Date,Quantity,Sale_Price,Payment_Method,Salesperson,Brand,Model,Year,Color,Engine_Type,Transmission,Price,Quantity_In_Stock,Status,First Name,Last Name,Gender,Age,Job Role,Phone,Email,City,State,Region,Sale_Date_Parsed,Month,DayOfWeek,Sale_Year
S08447,CU1728,C0134,2025-08-07,1,75568.49,Installment,Kendra Robbins,Toyota,Camry,2016,Gray,Diesel,Automatic,51529.96,8,Sold,Judith,Martinez,Male,47,Psychologist,1-594-288-7121,amybailey@hotmail.com,Sierrapark,Nevada,West,2025-08-07,8,4,2025
S08448,CU0381,C0496,2022-12-17,2,60276.0,Installment,Shannon Meyers,BMW,X5,2023,Red,Diesel,Manual,53580.76,14,Available,Kayla,Hartman,Male,19,Systems Analyst,1-957-489-4433,amandaweaver@gmail.com,Saint Seasideplace,New Mexico,West,2022-12-17,12,6,2022
S08449,CU0118,C0107,2024-06-10,3,51378.73,Cash,Lisa Gonzalez,Hyundai,Tucson,2021,Gray,Electric,Automatic,46740.58,14,Sold,Carol,Davenport,Female,58,Special Education Teacher,1-651-743-5777,rhughes@yahoo.com,South Willowpoint,Louisiana,South,2024-06-10,6,1,2024
S08450,CU0449,C0178,2023-12-29,2,99067.06,Cash,Timothy Allen,Kia,Cerato,2025,White,Petrol,Automatic,77094.76,6,Sold,Kevin,Mckinney,Female,45,Software Engineer,1-435-296-9911,greenemily@love-hall.net,Shorebluffs,Wisconsin,Midwest,2023-12-29,12,5,2023
S08451,CU1911,C0276,2024-12-06,3,89659.71,Installment,Robin Wilson,Nissan,Sunny,2025,Blue,Petrol,Automatic,50703.33,4,Reserved,Emily,Miller,Male,19,Solutions Architect,1-473-364-8243,drakeraymond@villa.biz,South Silverprairie,Hawaii,West,2024-12-06,12,5,2024
S08452,CU0999,C0418,2025-10-12,2,46961.48,Cash,Heather Shelton,Mercedes,E-Class,2024,Silver,Hybrid,Automatic,33747.3,17,Reserved,Amanda,King,Female,50,Loan Officer,1-406-319-8257,donaldtate@moore.com,Canyonharbor,Wisconsin,Midwest,2025-10-12,10,7,2025
S08453,CU0274,C0141,2024-03-21,1,68783.5,Credit,Danielle Benson,Tesla,Model X,2022,Gray,Electric,Manual,49552.44,8,Reserved,Brianna,Allen,Female,44,Mobile App Developer,1-227-761-9955,paige86@gmail.com,Littleview,Mississippi,South,2024-03-21,3,4,2024
S08454,CU0723,C0444,2023-01-02,2,39337.85,Credit,Taylor Wilson,Hyundai,Elantra,2015,Silver,Electric,Automatic,52122.52,19,Available,Sandra,Campbell,Female,31,Manufacturing Engineer,1-247-323-5728,tamara63@yahoo.com,Fort Mapleestates,Minnesota,Midwest,2023-01-02,1,1,2023
S08455,CU1424,C0439,2023-11-27,3,19481.81,Credit,Mr. Bryan Nash,Hyundai,Tucson,2025,Gray,Diesel,Automatic,70576.6,17,Sold,Dr,Dvm,Male,47,Fabricator,1-733-956-8296,ericgarrett@smith.biz,Sapphirestation,Mississippi,South,2023-11-27,11,1,2023
S08456,CU0616,C0312,2024-03-26,3,51788.82,Cash,Catherine Zamora,Hyundai,Elantra,2022,Black,Petrol,Manual,93641.13,6,Available,Leonard,Wolf,Male,20,Investment Banker,1-907-532-3236,tylerlee@smith-beasley.com,Mount Thundermead,Kansas,Midwest,2024-03-26,3,2,2024
S08457,CU0786,C0037,2023-06-11,2,78849.35,Installment,Ryan Gibson,Kia,Sportage,2024,Red,Diesel,Manual,18249.01,15,Sold,Elizabeth,Rodriguez,Male,43,Accountant,1-712-336-8130,bakerdana@yahoo.com,Mount Whisperwoods,Oklahoma,South,2023-06-11,6,7,2023
S08458,CU0788,C0057,2023-07-03,2,60837.94,Cash,Elizabeth Palmer,Nissan,Altima,2018,Black,Diesel,Manual,61473.24,18,Available,Christina,Gilmore,Male,63,Retail Trainer,1-366-579-7430,plewis@gmail.com,Saint Aspenplains,Pennsylvania,Northeast,2023-07-03,7,1,2023
S08459,CU0920,C0039,2025-03-20,2,70185.19,Installment,Natalie Mercado,Kia,Cerato,2022,Gray,Hybrid,Automatic,79781.25,19,Available,Jeremiah,Welch,Female,56,Assembly Line Worker,1-298-610-5675,ryan46@hotmail.com,New Clearlanding,Maryland,South,2025-03-20,3,4,2025
S08460,CU0200,C0176,2024-01-18,1,91355.2,Credit,Ryan Arias,BMW,3 Series,2022,Black,Hybrid,Manual,95524.52,6,Reserved,Melissa,Stark,Female,41,Sales Associate,1-673-404-6822,mary19@gmail.com,Quartzridge,Wyoming,West,2024-01-18,1,4,2024
S08461,CU1532,C0087,2023-01-20,3,66126.29,Credit,Patricia Rowe,Mercedes,GLA,2025,Gray,Hybrid,Manual,68728.35,10,Available,Shirley,Rocha,Female,20,Actuary,1-956-659-2154,kylejohnson@yahoo.com,New Grandterrace,New York,Northeast,2023-01-20,1,5,2023
S08462,CU1302,C0423,2024-09-11,1,75678.56,Credit,Eric Salinas,Kia,Cerato,2019,Gray,Electric,Automatic,70594.53,4,Sold,Eric,Mcmahon,Female,54,Stock Clerk,1-757-763-7913,maryburns@yahoo.com,Sagestation,Alaska,West,2024-09-11,9,3,2024
S08463,CU1797,C0112,2023-08-01,1,76215.47,Cash,Michael Acosta,Nissan,Altima,2021,Red,Hybrid,Manual,46778.03,10,Sold,Brian,Hayes,Female,49,Copywriter,1-481-679-8188,meghan02@carlson.com,Port Palmstation,Washington,West,2023-08-01,8,2,2023
S08464,CU0231,C0085,2023-10-30,1,46736.92,Installment,Kimberly Reynolds,Mercedes,E-Class,2020,White,Diesel,Manual,92630.78,18,Reserved,Douglas,Martinez,Male,66,Loan Officer,1-484-921-5871,patrickevans@cook.com,South Havenmead,New Mexico,West,2023-10-30,10,1,2023
S08465,CU0526,C0361,2023-03-23,2,18984.26,Installment,Shane Ramos,BMW,X5,2016,White,Petrol,Automatic,96776.11,2,Sold,Amy,Larson,Female,32,Investment Banker,1-840-260-4157,emiller@brown-smith.net,South Snowwoods,Montana,West,2023-03-23,3,4,2023
S08466,CU1518,C0375,2023-03-29,1,79885.09,Installment,Rebecca Gilmore,Mercedes,E-Class,2021,Red,Petrol,Automatic,92158.1,6,Reserved,Mrs,Cooper,Male,52,Mobile App Developer,1-429-237-6756,mcknightjessica@yahoo.com,Creekriver,Louisiana,South,2023-03-29,3,3,2023
S08467,CU0140,C0322,2024-07-21,1,18074.64,Installment,Kristen Ramirez,Mercedes,GLA,2024,White,Electric,Manual,76945.41,9,Available,Joshua,Holland,Female,24,Safety Coordinator,1-397-489-1613,powellnatalie@moody.org,Stonepeaks,South Carolina,South,2024-07-21,7,7,2024
S08468,CU0555,C0369,2025-03-18,3,57023.32,Credit,William Evans,Nissan,Sunny,2021,White,Diesel,Manual,42812.59,2,Reserved,Mrs,Young,Female,50,Technical Writer,1-451-439-6043,robin50@pace-hicks.com,South Seasidestation,California,West,2025-03-18,3,2,2025
S08469,CU0257,C0028,2023-11-25,3,96822.52,Cash,Joseph Weaver,Kia,Sportage,2016,Blue,Hybrid,Manual,64476.81,10,Sold,Alexis,Rangel,Female,64,Cnc Machinist,1-531-222-2714,uwatson@mora.org,Bridgewaterridge,Connecticut,Northeast,2023-11-25,11,6,2023
S08470,CU1875,C0362,2023-12-07,1,93598.12,Credit,Melissa Brown,Nissan,Qashqai,2022,Silver,Petrol,Manual,75124.7,13,Sold,Kristina,Chan,Female,64,Special Education Teacher,1-560-929-9367,kmckenzie@butler.net,West Brookstoneside,Missouri,Midwest,2023-12-07,12,4,2023
S08471,CU1907,C0239,2023-02-24,1,84991.63,Installment,Bonnie Clark,Toyota,Camry,2019,Blue,Electric,Automatic,84197.99,14,Available,Maria,Martin,Female,38,Chief Financial Officer,1-972-414-1254,jessica74@yahoo.com,South Sapphireside,Connecticut,Northeast,2023-02-24,2,5,2023
S08472,CU0891,C0421,2024-09-17,2,25472.52,Cash,Vanessa Stevenson,Nissan,Sunny,2024,White,Electric,Automatic,67664.2,6,Available,Jaime,Chan,Male,19,Content Strategist,1-279-601-1603,michaelgomez@hotmail.com,Woodcommons,South Dakota,Midwest,2024-09-17,9,2,2024
S08473,CU0799,C0040,2025-03-22,1,70722.54,Cash,Jessica Wilcox,Tesla,Model X,2016,White,Diesel,Manual,18775.42,15,Sold,Victor,Kelly,Male,22,Point Of Sale Technician,1-682-806-1096,thomas01@gmail.com,Lake Stonefalls,Wisconsin,Midwest,2025-03-22,3,6,2025
S08474,CU0980,C0100,2025-01-06,3,39123.12,Installment,Christopher Johnson,Nissan,Sunny,2018,Blue,Petrol,Manual,74108.18,10,Reserved,Jennifer,Nelson,Male,61,Sales Consultant,1-939-471-1414,holly78@reyes.com,North Auroratown,New Jersey,Northeast,2025-01-06,1,1,2025
S08475,CU1802,C0054,2024-04-12,2,80271.55,Cash,Matthew Collins,Toyota,Camry,2018,Silver,Hybrid,Manual,30129.17,20,Reserved,Teresa,Fleming,Male,23,Billing Specialist,1-891-651-4576,justinspencer@garcia-lang.biz,Skyprairie,Alaska,West,2024-04-12,4,5,2024
S08476,CU1844,C0442,2023-09-29,1,90014.56,Installment,Rachel Mercado,Nissan,Sunny,2024,Black,Diesel,Manual,90545.9,3,Reserved,Bailey,Allen,Male,58,Retail Marketing Coordinator,1-570-421-5064,joseph55@hotmail.com,Fort Stonesprings,Utah,West,2023-09-29,9,5,2023
S08477,CU0637,C0332,2023-09-20,2,20142.78,Credit,Cynthia Pena,Nissan,Altima,2023,Black,Diesel,Automatic,43315.59,9,Available,Thomas,Young,Female,35,Process Engineer,1-822-305-8038,qhaas@carter.com,New Elmfield,Oregon,West,2023-09-20,9,3,2023
S08478,CU1855,C0137,2024-08-29,3,67270.45,Cash,David Sharp,BMW,X5,2016,Silver,Petrol,Manual,49659.73,12,Sold,John,Blake,Female,19,Corporate Trainer,1-751-377-6344,jeffrey67@hotmail.com,Saint Graniteharbor,California,West,2024-08-29,8,4,2024
S08479,CU0820,C0491,2023-03-18,3,54735.15,Credit,Gerald Young,Kia,Seltos,2022,Red,Petrol,Automatic,19841.22,5,Sold,Randall,Proctor,Male,30,Technical Writer,1-622-549-7414,vcarter@holmes.com,New Brookstoneford,Maryland,South,2023-03-18,3,6,2023
S08480,CU0433,C0238,2023-02-05,2,24942.84,Installment,Sarah Wells,BMW,5 Series,2022,Gray,Electric,Automatic,23452.33,16,Available,Danielle,Brewer,Female,69,School Counselor,1-335-796-4926,samuel88@gmail.com,East Valleymeadows,North Carolina,South,2023-02-05,2,7,2023
S08481,CU0235,C0259,2024-05-19,1,34821.16,Installment,Jane Brown,Kia,Sportage,2024,Black,Diesel,Manual,15432.72,0,Available,Carolyn,Orozco,Female,48,Corporate Trainer,1-689-991-8347,austinjoseph@harmon.com,Sapphireprairie,Ohio,Midwest,2024-05-19,5,7,2024
S08482,CU0264,C0078,2023-04-11,2,20762.85,Cash,Dean Gray,BMW,3 Series,2020,Blue,Hybrid,Manual,87241.9,2,Available,Mr,Dennis,Male,31,Paramedic,1-472-418-6851,joseph23@lopez.com,Elmpeaks,Indiana,Midwest,2023-04-11,4,2,2023
S08483,CU1089,C0006,2025-06-03,1,70789.43,Cash,Brett Holland,Hyundai,Elantra,2019,White,Diesel,Automatic,94225.03,17,Sold,Terry,Abbott,Male,66,Dean,1-894-998-3716,mendozawilliam@martin-burton.com,Mount Vistacreek,Rhode Island,Northeast,2025-06-03,6,2,2025
S08484,CU0780,C0374,2022-11-17,2,97326.47,Credit,Kyle Gomez,Toyota,Camry,2017,Silver,Diesel,Automatic,21452.52,20,Reserved,Erica,Adams,Male,24,Financial Planner,1-538-574-5322,flemingshelby@yahoo.com,East Shortsquare,New Jersey,Northeast,2022-11-17,11,4,2022
S08485,CU1739,C0431,2025-04-17,1,95885.13,Cash,Lisa Hall,Hyundai,Tucson,2017,Silver,Petrol,Automatic,90207.03,2,Available,James,Dvm,Male,23,Welder,1-903-790-1174,wallacedenise@gmail.com,Grandstation,Rhode Island,Northeast,2025-04-17,4,4,2025
S08486,CU1314,C0119,2024-12-03,2,79959.49,Cash,Brad Park,Mercedes,GLA,2018,Black,Hybrid,Manual,23200.24,17,Available,Carl,Woods,Male,70,Corporate Trainer,1-578-807-6474,davidreyes@knox-hansen.com,Port Clearwatergrove,Indiana,Midwest,2024-12-03,12,2,2024
S08487,CU1180,C0243,2023-11-10,2,17838.31,Cash,Diane Jackson,Tesla,Model S,2018,Silver,Hybrid,Automatic,63692.99,3,Reserved,Corey,Nelson,Female,39,Teacher,1-776-446-4357,williamspatrick@gmail.com,Lake Ivorywoods,New Jersey,Northeast,2023-11-10,11,5,2023
S08488,CU1712,C0176,2022-12-04,3,24748.89,Installment,Amanda Fuentes,BMW,3 Series,2022,Black,Hybrid,Manual,95524.52,6,Reserved,Dawn,Lyons,Male,64,Student Success Coach,1-904-217-9000,richard19@decker.com,Port Vistavalley,Idaho,West,2022-12-04,12,7,2022
S08489,CU0953,C0181,2024-02-19,1,43305.5,Credit,Mitchell Gibson,Tesla,Model S,2018,Red,Hybrid,Automatic,19270.26,16,Reserved,Eric,Johnson,Male,26,Personal Shopper,1-835-504-7782,gthomas@hotmail.com,Brookstoneterrace,Arizona,West,2024-02-19,2,1,2024
S08490,CU0114,C0001,2023-07-20,2,34685.96,Installment,Patricia Gardner,Toyota,Camry,2023,Red,Petrol,Automatic,80338.15,6,Available,Stephanie,Hoffman,Male,21,Receptionist,1-360-227-7686,smithaaron@hotmail.com,Ridgebay,Indiana,Midwest,2023-07-20,7,4,2023
S08491,CU0965,C0098,2024-09-21,2,99072.84,Credit,Andrew Rios,Tesla,Model X,2017,Blue,Electric,Automatic,99875.13,17,Reserved,Gerald,Nichols,Male,44,Tool And Die Maker,1-619-475-5102,sandragraham@hotmail.com,North Fairplains,Iowa,Midwest,2024-09-21,9,6,2024
S08492,CU1305,C0189,2023-09-17,2,36385.06,Installment,Alex Matthews,BMW,3 Series,2020,Blue,Electric,Manual,66184.26,9,Available,Mariah,Kim,Female,54,School Counselor,1-786-288-2122,littlezoe@miller-escobar.com,South Meadowside,California,West,2023-09-17,9,7,2023
S08493,CU0322,C0217,2025-05-19,3,16076.7,Installment,Edward Martinez,Kia,Seltos,2025,Silver,Electric,Manual,54557.44,6,Reserved,Troy,Hernandez,Female,20,Supply Chain Analyst,1-598-418-2707,wallaceian@waller.org,Saint Longterrace,Michigan,Midwest,2025-05-19,5,1,2025
S08494,CU0019,C0271,2023-06-03,3,29488.31,Cash,Michael Hill,Nissan,Qashqai,2016,Gray,Diesel,Automatic,60403.39,20,Sold,Timothy,Valenzuela,Female,42,Software Engineer,1-232-732-4051,jenkinsmicheal@hotmail.com,Sapphirepines,Maine,Northeast,2023-06-03,6,6,2023
S08495,CU0958,C0225,2024-01-14,3,95367.49,Credit,Richard Wyatt,Tesla,Model S,2019,Blue,Petrol,Automatic,30317.47,18,Sold,Vanessa,Miller,Male,25,Tax Advisor,1-456-792-3709,piercerobert@vazquez.com,New Bayville,Delaware,South,2024-01-14,1,7,2024
S08496,CU1537,C0052,2025-08-29,3,78009.64,Installment,Cynthia Holder,Kia,Sportage,2022,Gray,Diesel,Manual,26075.52,20,Available,Alexander,Woods,Female,47,Admissions Officer,1-321-684-1245,gsalazar@hotmail.com,Goldenjunction,Oregon,West,2025-08-29,8,5,2025
S08497,CU1315,C0176,2025-05-07,3,65438.48,Cash,Renee Holland MD,BMW,3 Series,2022,Black,Hybrid,Manual,95524.52,6,Reserved,Scott,Grant,Male,53,Retail Trainer,1-905-830-1992,whitenathan@hotmail.com,Sunriseport,Iowa,Midwest,2025-05-07,5,3,2025
S08498,CU1036,C0157,2025-09-01,3,85707.82,Credit,Mr. Eric Crosby,Mercedes,E-Class,2024,Silver,Hybrid,Manual,54478.11,5,Available,Amber,Santiago,Female,41,Ai Specialist,1-957-815-8248,gomezmargaret@goodwin-barber.net,East Bluecity,Oklahoma,South,2025-09-01,9,1,2025
S08499,CU1892,C0257,2025-10-17,3,79528.63,Credit,Amy Yoder,BMW,3 Series,2024,Blue,Diesel,Manual,36852.07,3,Sold,Gregory,Webster,Male,63,Education Coordinator,1-500-899-2167,elizabethvalencia@sullivan-pruitt.com,Willowcorner,Tennessee,South,2025-10-17,10,5,2025
S08500,CU0436,C0455,2024-12-02,2,78976.07,Installment,Tina Clark,Nissan,Qashqai,2023,Gray,Hybrid,Manual,94666.38,0,Sold,Erin,Maldonado,Male,43,Psychologist,1-518-546-9993,bradleyjose@hotmail.com,Onyxford,Oklahoma,South,2024-12-02,12,1,2024
S08501,CU0559,C0075,2022-11-10,2,97825.23,Installment,Catherine Gilbert,Kia,Seltos,2020,Black,Petrol,Automatic,87777.21,9,Reserved,Brian,Barrera,Male,26,Stock Clerk,1-303-739-5002,hammondchristine@kidd.com,West Clearplains,Florida,South,2022-11-10,11,4,2022
S08502,CU0674,C0270,2024-11-07,1,41542.92,Installment,Mikayla Leonard,Tesla,Model 3,2024,Black,Electric,Manual,76670.69,3,Reserved,Luis,Clark,Male,62,Systems Analyst,1-350-888-7527,shari83@cooper.com,Mount Littlejunction,Mississippi,South,2024-11-07,11,4,2024
S08503,CU0572,C0025,2025-10-23,1,56459.86,Cash,Susan Baker,Nissan,Altima,2016,Silver,Petrol,Manual,48204.7,2,Available,John,Pope,Female,19,Medical Laboratory Technician,1-882-466-3872,jeffreyguerrero@hotmail.com,Rockmeadows,Michigan,Midwest,2025-10-23,10,4,2025
S08504,CU0899,C0113,2023-06-01,2,63966.29,Credit,Samantha Weber,Toyota,RAV4,2024,White,Diesel,Automatic,35194.67,6,Available,Suzanne,Holmes,Male,33,Mortgage Broker,1-735-216-7443,kellysandra@yahoo.com,South Copperpines,Wisconsin,Midwest,2023-06-01,6,4,2023
S08505,CU1896,C0102,2023-03-03,1,32342.16,Credit,Brittany Mitchell,Toyota,Camry,2018,Red,Hybrid,Automatic,95035.77,10,Sold,Brian,Cabrera,Female,58,Principal,1-235-293-7416,oramsey@nolan-woods.com,Port Thundertown,Virginia,South,2023-03-03,3,5,2023
S08506,CU1283,C0260,2022-12-10,3,17819.11,Cash,Lisa Adkins,Tesla,Model S,2024,Black,Hybrid,Automatic,75764.51,2,Sold,Matthew,Kennedy,Female,24,Executive Assistant,1-744-777-4811,robertfox@harrison-smith.org,Lake Bridgewaterterrace,North Carolina,South,2022-12-10,12,6,2022
S08507,CU0992,C0078,2025-05-31,1,38463.99,Cash,Sarah Gallegos,BMW,3 Series,2020,Blue,Hybrid,Manual,87241.9,2,Available,Dr,Md,Male,62,Credit Analyst,1-946-227-9271,alicia89@yahoo.com,Autumnharbor,Tennessee,South,2025-05-31,5,6,2025
S08508,CU0696,C0444,2023-06-20,1,76762.58,Installment,Thomas Black,Hyundai,Elantra,2015,Silver,Electric,Automatic,52122.52,19,Available,Penny,Md,Female,46,Hr Manager,1-202-799-1755,reidryan@simon.biz,Lake Boulderlanding,Virginia,South,2023-06-20,6,2,2023
S08509,CU1893,C0489,2025-06-16,3,52111.47,Credit,Jennifer Sanders,Mercedes,E-Class,2018,White,Electric,Automatic,76993.42,7,Reserved,Richard,Perez,Female,59,Accountant,1-469-337-6253,xjackson@hood.com,Mount Topazmouth,Texas,South,2025-06-16,6,1,2025
S08510,CU1990,C0119,2025-06-09,1,76972.63,Cash,Donna Morris,Mercedes,GLA,2018,Black,Hybrid,Manual,23200.24,17,Available,Harold,Ramos,Male,61,Event Planner,1-322-750-7374,chernandez@yahoo.com,Pinefalls,South Carolina,South,2025-06-09,6,1,2025
S08511,CU0681,C0236,2024-07-10,3,27829.62,Installment,Jessica Ramsey,Mercedes,GLA,2019,Silver,Electric,Manual,99664.31,14,Sold,Charles,Travis,Male,35,Cybersecurity Analyst,1-417-432-7269,fsanders@yahoo.com,Mount Littlehills,New Mexico,West,2024-07-10,7,3,2024
S08512,CU1754,C0282,2025-02-13,1,97081.63,Credit,Kenneth Kelley,Mercedes,E-Class,2017,Blue,Hybrid,Automatic,68812.78,14,Reserved,Ashley,Ferguson,Female,32,Principal,1-395-293-1642,ronaldlee@gmail.com,Faircorner,Arkansas,South,2025-02-13,2,4,2025
S08513,CU0095,C0346,2023-11-29,1,34258.27,Credit,Jacqueline Ray,Nissan,Altima,2021,White,Diesel,Manual,52055.61,7,Reserved,Tiffany,Casey,Male,50,Budget Analyst,1-960-671-4258,lsimmons@yahoo.com,Seasideford,Vermont,Northeast,2023-11-29,11,3,2023
S08514,CU1907,C0497,2022-12-03,2,63026.94,Credit,Megan Anderson,Nissan,Altima,2021,Black,Electric,Manual,24233.93,8,Available,Maria,Martin,Female,38,Chief Financial Officer,1-972-414-1254,jessica74@yahoo.com,South Sapphireside,Connecticut,Northeast,2022-12-03,12,6,2022
S08515,CU1564,C0277,2023-09-15,1,64814.8,Installment,Lisa Wright,Nissan,Qashqai,2016,White,Hybrid,Automatic,34255.92,2,Available,John,Rodriguez,Male,36,Solutions Architect,1-840-805-7207,andreathompson@hotmail.com,North Eagleheights,Indiana,Midwest,2023-09-15,9,5,2023
S08516,CU1450,C0337,2022-11-15,3,59673.83,Installment,Tracy Leblanc,Nissan,Qashqai,2018,Black,Electric,Automatic,26411.09,20,Available,Ashley,Watson,Male,51,Point Of Sale Technician,1-308-737-3357,josephmills@gmail.com,West Snowmouth,Wyoming,West,2022-11-15,11,2,2022
S08517,CU1715,C0339,2025-08-09,3,46721.91,Cash,Danielle Mitchell,Tesla,Model S,2019,Gray,Hybrid,Manual,92883.27,10,Sold,Jennifer,Cisneros,Female,60,Physician,1-390-923-1336,smithsarah@gmail.com,Sapphireriver,Iowa,Midwest,2025-08-09,8,6,2025
S08518,CU0423,C0263,2023-07-17,3,52743.24,Credit,Aaron Parker,Hyundai,Sonata,2022,White,Hybrid,Manual,82694.4,16,Sold,Jamie,Sullivan,Female,19,Cloud Architect,1-310-381-8672,kgonzalez@peterson.com,Port Valleypark,Minnesota,Midwest,2023-07-17,7,1,2023
S08519,CU0204,C0431,2023-01-21,3,81576.42,Cash,Adam Gibbs,Hyundai,Tucson,2017,Silver,Petrol,Automatic,90207.03,2,Available,Gavin,Ponce,Male,55,Welder,1-673-348-1771,rlopez@morris.info,Unioncorner,Arkansas,South,2023-01-21,1,6,2023
S08520,CU1730,C0244,2025-01-06,1,55125.6,Credit,Jennifer Roberts,Tesla,Model X,2025,Blue,Hybrid,Manual,67286.72,4,Available,Tracey,Mccarthy,Male,60,Technical Writer,1-442-593-8894,thompsonclifford@yahoo.com,North Sunrisedale,New Jersey,Northeast,2025-01-06,1,1,2025
S08521,CU1756,C0119,2022-12-01,3,49419.53,Installment,William Stewart,Mercedes,GLA,2018,Black,Hybrid,Manual,23200.24,17,Available,Candice,Sheppard,Male,66,Financial Analyst,1-938-253-9360,michelegonzalez@mcgee.com,Eagleplains,Colorado,West,2022-12-01,12,4,2022
S08522,CU0728,C0373,2024-02-04,3,38832.59,Cash,Barbara Stewart,Nissan,Altima,2022,Black,Electric,Manual,65384.54,17,Sold,Courtney,Dvm,Female,31,It Project Manager,1-864-608-3506,matthew87@hotmail.com,Saint Sapphirecity,Nevada,West,2024-02-04,2,7,2024
S08523,CU1225,C0257,2025-10-08,1,27793.92,Installment,Victor Dixon,BMW,3 Series,2024,Blue,Diesel,Manual,36852.07,3,Sold,Melissa,Harris,Female,65,Ui/Ux Designer,1-797-932-4307,davidhogan@ramos.com,North Brightdale,Missouri,Midwest,2025-10-08,10,3,2025
S08524,CU1506,C0360,2023-03-01,3,53233.36,Installment,Matthew Weaver,Toyota,RAV4,2023,Black,Electric,Automatic,55890.27,14,Sold,Sherri,Robertson,Male,25,Floor Supervisor,1-517-764-1002,kimberlyjones@gmail.com,Cherryplains,Colorado,West,2023-03-01,3,3,2023
S08525,CU0434,C0147,2024-10-06,2,29483.62,Installment,Michael Watts,Mercedes,GLA,2018,White,Electric,Automatic,40101.92,13,Available,Nancy,Smith,Female,21,Admissions Officer,1-443-640-7962,jsaunders@vasquez.biz,Clearwatermeadows,North Dakota,Midwest,2024-10-06,10,7,2024
S08526,CU0250,C0499,2024-07-15,3,63381.59,Installment,Tammy Johnson,Tesla,Model 3,2025,Blue,Diesel,Manual,59691.91,14,Reserved,Ronald,Lucas,Male,29,Librarian,1-807-803-4326,henryhannah@gmail.com,Oceansprings,Wyoming,West,2024-07-15,7,1,2024
S08527,CU0717,C0416,2025-03-05,2,63579.9,Cash,Richard Neal,Mercedes,C-Class,2018,Black,Hybrid,Automatic,36408.74,5,Reserved,Angela,Wolf,Female,63,Content Strategist,1-446-418-6842,kim60@andrews-faulkner.com,Palmmead,Kentucky,South,2025-03-05,3,3,2025
S08528,CU1715,C0273,2024-10-24,1,85810.18,Installment,Raymond Brooks,Mercedes,GLA,2019,Silver,Hybrid,Automatic,97569.91,16,Available,Jennifer,Cisneros,Female,60,Physician,1-390-923-1336,smithsarah@gmail.com,Sapphireriver,Iowa,Midwest,2024-10-24,10,4,2024
S08529,CU1581,C0340,2023-03-28,2,85561.9,Installment,Cynthia Campbell,Kia,Seltos,2019,Black,Electric,Automatic,53012.12,20,Reserved,William,Pratt,Female,58,It Support Specialist,1-679-841-1742,david88@martin.com,North Stoneridge,New Mexico,West,2023-03-28,3,2,2023
S08530,CU1577,C0496,2024-05-22,2,54472.67,Credit,Amy Black,BMW,X5,2023,Red,Diesel,Manual,53580.76,14,Available,Jason,Jones,Female,25,Controller,1-509-302-2411,hallsusan@hotmail.com,Sunrisefield,Nebraska,Midwest,2024-05-22,5,3,2024
S08531,CU1085,C0404,2023-07-21,1,38968.23,Credit,James Hernandez,Kia,Cerato,2021,Red,Petrol,Manual,87910.41,8,Sold,Benjamin,Weaver,Male,52,Sales Consultant,1-810-441-3212,browncarmen@adams.com,Lake Snowside,Ohio,Midwest,2023-07-21,7,5,2023
S08532,CU1155,C0265,2024-08-30,2,61745.12,Cash,John Schmitt,Kia,Seltos,2018,Gray,Petrol,Manual,29781.09,13,Reserved,Jennifer,Hernandez,Male,39,Devops Engineer,1-628-709-5307,nunezcynthia@gmail.com,Heritagevalley,California,West,2024-08-30,8,5,2024
S08533,CU1211,C0405,2023-10-01,1,85349.82,Credit,Nicholas Grimes,Tesla,Model X,2023,Black,Hybrid,Automatic,88806.92,11,Reserved,James,Cox,Female,48,Cybersecurity Analyst,1-278-609-1912,desireerodriguez@yahoo.com,South Skypeaks,Hawaii,West,2023-10-01,10,7,2023
S08534,CU0024,C0308,2024-05-05,1,61848.7,Cash,Darren Moody PhD,BMW,5 Series,2023,Black,Hybrid,Manual,54084.04,11,Sold,Timothy,Delgado,Female,56,Data Scientist,1-219-340-5091,robertdouglas@gmail.com,Saint Sierraheights,Mississippi,South,2024-05-05,5,7,2024
S08535,CU1355,C0286,2025-01-14,1,58235.65,Installment,Curtis Tucker,Nissan,Sunny,2025,Silver,Hybrid,Manual,59081.2,7,Sold,Mrs,Lloyd,Male,26,Dermatologist,1-924-787-4621,harperlori@yahoo.com,Mount Silverview,California,West,2025-01-14,1,2,2025
S08536,CU1907,C0492,2023-11-03,1,37065.03,Cash,Jason West,Tesla,Model 3,2022,Blue,Electric,Manual,16340.85,10,Available,Maria,Martin,Female,38,Chief Financial Officer,1-972-414-1254,jessica74@yahoo.com,South Sapphireside,Connecticut,Northeast,2023-11-03,11,5,2023
S08537,CU1771,C0376,2025-01-19,2,60794.71,Cash,Mr. Jesus Green,Nissan,Sunny,2016,Silver,Electric,Manual,75290.48,18,Sold,Nicole,Guerra,Male,26,Copywriter,1-914-622-4038,rwolf@taylor-yang.com,South Shortridge,Massachusetts,Northeast,2025-01-19,1,7,2025
